text,label,source,collected_at
"Hi Luis, Trusts you are good
Am willing to pledge on your campaign but I have some question I'd like to ask, wish to know more about your campaign before proceeding to support",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Exciting news! I'm {Project propel pro}, from [MarketEdge Int] and I'm thrilled about the possibility of supercharging your Kickstarter project. Our expertise is primed to drive a wave of backers your way. Ready to dive into this exciting opportunity?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello Destiny,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day, 
Do you still need backers on this project?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"I'm [project booster], and I'd love to discuss how we can help market your Kickstarter project. Our expertise can drive more backers to your campaign. Let's connect and explore this opportunity further.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Do you need someone that can help you get the exposure you need in a short period of time ? If, yes

I can definitely deliver, I have reviews from a third party site to prove it.

Here is a few more little stats that will help you make your decision. please just visit http://mkashleyjones.com",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
How are you doing over there .
Coming across this your great campaign is a good idea,which I really love it.
I wish to back it but I noticed you have low engagement.
Can I know what challenges you're facing for the successful of this great project and I will also like to know what steps you've been taking for the success of this great project.
I will like to participate in the successful of this project.
Kindly share me more on it.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Dear Natasha Conner,

I came across your Kickstarter campaign, All Things Deadlock and I'm impressed by its unique concept and potential and we're actively scouting for innovative projects like yours.

We believe that your campaign aligns perfectly with our mission, and we would love to explore a collaboration opportunity to maximize its success. Our services include campaign optimization, marketing and promotion, backer engagement, and strategic guidance.

By collaborating with us, you can tap into our expertise and resources to enhance your campaign's chances of success. We genuinely believe that All Things Deadlock has the potential to make a significant impact, and we would be honored to be a part of its journey.

If you're open to exploring this collaboration opportunity, I would be thrilled to discuss the details further. and if you would prefer to communicate with me. Feel free to message me

Thank you for considering this collaboration, and I look forward to the possibility of working together to make All Things Deadlock an outstanding success.

Best regards ,

Samantha Abel",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Autumn
How are you doing?
I have gone through your campaign, and I'm really impressed with the impact you aim to make. I have developed an interest in your campaign. If you are available now, Do you mind having some discussion together?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi. I haven't received the chess set nor had an email from either of the companies you mentioned. Are you shipping to the UK? Thanks.
John",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, hope you are doing great, I'm interested in your project but I don't have much fund to back this project but I can refer you to someone who help me out when I need to raise fund to back up my project and his strategies is fast way that helps my fundraising than the time I thought I could reach my goal, Are you interested for me to refer you?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, I was wondering if my product has shipped yet. I have recently moved and was wondering if I am able to update my new address. 
Thanks, Kevin",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,

I was wondering if the Kickstaartsr pledge could be refunded or stopped, as I intended to back at a lower level but the project was funded before the change could have been made?

Sincerely,
Sabrina",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings, 
I came across your campaign and found it amazing and worth donating for.

can we discuss about it?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
hi... any update on this?... i have not had a survey.... thanks...,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
please update my TIN to N/A,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Can I change to US delivery and get a credit or are you Canada friendly?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
how are you
I would love to as you a question if you are currently back online ☺️",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello! I hope this message finds you well. I came across your project and I was immediately impressed by your vision and passion. I have experience working with similar projects, and I think I could help you find the right backers to support your fundraising goals. I'd love to chat with you more about your project and how I can help. If you're interested in learning more, please let me know. Thank you",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, Sensoryx AG
Am Bella I can see this is your first creation of crowdfunding. What techniques have you implement to get backers ? Am also a creator just like you, i fail my first project due to i refuse to listen to advice, but on my second project i meet an expert who helped me with some techniques I used. within few days i was able to achieve my goal. so i have share you the expert link so reach out on him and he might share you some valuable insight/tips to also be success in this your current project or if you are willing to create a new project he might also assist you. SHOULD I SHARE YOU HIS DETAILS ?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello if you don't mind can we have a better discussion about how your campaign will get more real and active backers?,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Red Catalyst Design! I hope this message find you in joyful mood. I am Elegance by name, also the CEO of Sorleex Concept. Our team consists of highly experienced professionals and tracked records who specialize in developing and promoting successful campaigns. I recently came across your campaign and found it to be quite intriguing. However, your campaign has not yet been able to attract a substantial number of real and active backer with genuine and engaged supporters, which is crucial for its overall success. If you are interested, I would be more than happy to offer my support and expertise to help you secure necessary backers, followers, supporters and more pledges to your campaign. Also invite you to review our team's impressive portfolios and page at the following link: https://linktr.ee/sorleexconcept
Instagram page; https://instagram.com/sorleex_concept001?igshid=YWYwM2I1ZDdmOQ==
Looking forward to the possibility of working together.....",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"The blurb for ""The John Tyler Christopher Ltd Edition"" says 'This version comes with free shipping to UK Backers.' but when I select it to back, it adds £4 for shipping to the UK.
What am I doing wrong?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Mylene

I see you have a campaign here and I see you just launch your campaign I know you will be glad if you reach your goal before 60 days elapse I was once crowdfunded as well that was when my friend need help financially he got an accident back then
if you don't mind I can share you Tips that will help?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
how are you doing?
I would love to ask you a question if you are currently back online",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hey! Great to see that this is soon shipping!

I just have to ask; I also payed for vol 1 + 2, will these be shipped at the same time? I couldn’t see any information about it when entering my delivery information.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Is it possible to get another copy? Will pledge more.

Thanks,

Ward Bahlman",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"With the delay on the neoprene for those of us who removed the felt and only ordered neoprene will we have any options?

I know gray felt was originally included with every table, but I believe that changed with this kickstarter. 

I am perfectly okay with purchasing felt if need be.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, what kind of reward will I get if I pledge $39",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hi
i love this idea!!! i’m wondering about the tarot deck. are the 30 cards going to be labeled in majors plus som extras? just curios because it seems more like an oracle from what i can see on the campaign post
thanks so much :)",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hello there ,You've done an incredible job, and it has captured my enthusiasm to donate $100 to the project. However, I will first contribute $50 to the campaign. Additionally, it would be a pleasure to connect you with my colleague, a successful campaign creator who has launched over seven successful Kickstarter campaigns, to assist you in finding additional strategies to accomplish your campaign's objective.
may be a great decision that will enable you to reach your campaign goal",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings! 👋👋 Dan Stilgenbauer
I hope you're doing well. I'm thrilled to be following your incredible and fantastic campaign! I do have a few inquiries about it. Would it be alright for me to inquire?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Sandwaves,I came across your campaign and I see your campaign lacks donations and you haven't reach your campaign goal yet and if you let me I can apply some promotional method which can get you real donors and backers who can make good donations to your campaign to help you reach your campaign goal faster and sooner 

Kindly send me a response so as to get it started",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello 
what's the best pledge you can recommend for me ?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there, how are you doing? I hope this message reaches you well. I took an audit on your recently launched campaign and i am intrigued to say it is a nice idea. I have come to help you as a professional campaign and promotion creator, with the aim of helping your campaign reach it's goals and potential, through my working strategies and proven results. If interested kindly revert back to me and let me campaign a success. Thanks.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello

How are you doing?
I just come across your campaign project and see that it is great with mindful thought. I have interest in your project. Are you available for discussion?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Can I get a tracking number for my Uluk pledge? I don’t have one and haven’t received my package yet. Thanks.,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hi Kevin,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
The mystery box metal cover say never before seen. So they’re not metal versions on any of the covers in the campaign?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
I think my card on file is an old one. Do I still owe anything?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hi 👋
I'm in love with your work, really interesting,but I discovered it doesn't have enough backers,I was in this before,I almost ran out of time without enough backers,but I was helped by someone who helped me get enough backers and I was able to complete my goal,are you interested in contacting the person?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,

I'm an experienced freelancer specializing in fundraising. 
I can help boost your campaigns. 

Let me know if you're interested.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Will the game ship to Mexico ??,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings! I hope all is well with you. I saw that your campaign and was attracted to It .but I noticed its in need of some prospective pledges, and we are capable of helping with that.

Can we collaborate together?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello there
I love your campaign and the aspect of your project and i will really like it to reach its goal at a good rate and i would love to really assist your campaign but before that i have backed your project with the little i can for now and i will pledge a bigger one when i see the campaign growth and campaign productivity.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Dear Ryan:
This is Amy He from Long Pack Games.Long Pack games is a famous board game manufacturer from China.
I noticed that you have successfully funded the game Encounters. This is a nice cool game. We have manufactured games such as Everdell,The Witcher. Would you be interested in getting a quote from us? Usually over 1500 copies, we could have sharp price. My email is amy.he@longpack.com Waiting for your reply to my email. Thanks~Ryan.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hello
i trust you are doing well 
i will like to discuss something pertinent to your campaign
are you open to discuss",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Any international shipping?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, Can you please let me know when I should be expecting my Phase 1 shipment?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello dear, I see that you have low backer and there is no much days to go for your project. the only help i have for you is to share who help me to archive my project goal.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hello how are you doing today I come across your campaign and I can see that it is very interested but why don't you get more backers for your project?,1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings! 👋👋 ATO
I hope you're doing well. I'm thrilled to be following your incredible and fantastic campaign! I do have a few inquiries about it. Would it be alright for me to inquire?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Brandon Rodriguez,
Your campaign looks fantastic! Do you still require additional backers to meet your goal? I have an approach that could potentially provide a solution. Interested in exploring further?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi! Personally, I would prefer the Alhaitham and Kaveh plushies to be fixed, but I'm fine with receiving it as is if that's the majority consensus.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there,

Trust this message finds you well. I am mike Laurie stark, the Director of Research and marketing strategy.We have observed a significant increase unsuccessful project on our platform. Upon conducting thorough analytics, we identified a common challenge faced by new campaign creators. Many struggle to garner attention for their projects, resulting in a lack of expected backers. This have leave many creator to give up on there project and we are looking forward to be the best fundraising platform for as ever.
In response to this issue, we have devised a plan to connect new creators with successful ones to get more ideas on how their project will turn out successful at an Early stage.

let me know your availability so as to provide the necessary information for the reachout.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi Tim, congrats on your campaign!
We can push your campaign with our targeted social media advertising, professional press release, and more, all designed to boost your campaign's visibility and engagement.
Take advantage of our anniversary celebration with a 30% off on all our services!
To learn more please visit our website:
https://bit.ly/Kickstarter-30off
Best of luck with your project
Cheers
-
-
-
-
-
-
-
-
-
DISCLAIMER: All the information sent through this message and its attachments is confidential. If you are not the intended recipient of this message you are not allowed to reveal, copy or use its contents, please ignore it. Its under the receptor responsibility to review any attachment included in this message. Opinions expressed by the author of this message do not necessarily represent Social.Media, thereby no legal responsibility its assumed by damages caused by the message content. This is provided on an as is and as available basis. Whether express or implied, including, but not limited to, implied warranties of merchantability, fitness for a particular purpose, non-infringement or course of performance. Our Service may contain links to other sites. If you click on a third-party link, you will be directed to that site. Note that these external sites are not operated by us. Any changes made to our privacy policy in the future will be posted on our site. Please check back frequently to see any updates or changes to our policy. Social.Media is not affiliated with Kickstarter or any other crowdfunding platform. ..................
Toutes les informations envoyées via ce message et ses pièces jointes sont confidentielles. Si vous n'êtes pas le destinataire prévu de ce message, vous n'êtes pas autorisé à révéler, copier ou utiliser son contenu, veuillez l'ignorer. Il est de la responsabilité du destinataire d'examiner toute pièce jointe incluse dans ce message. Les opinions exprimées par l'auteur de ce message ne représentent pas nécessairement Social.Media, par conséquent aucune responsabilité légale n'est assumée par les dommages causés par le contenu du message. Ceci est fourni tel quel et tel que disponible. Qu'elles soient expresses ou implicites, y compris, mais sans s'y limiter, les garanties implicites de qualité marchande, d'adéquation à un usage particulier, de non-contrefaçon ou de cours de performance. Notre service peut contenir des liens vers d'autres sites. Si vous cliquez sur un lien tiers, vous serez dirigé vers ce site. Notez que ces sites externes ne sont pas exploités par nous. Toute modification apportée à notre politique de confidentialité à l'avenir sera publiée sur notre site. Veuillez vérifier fréquemment pour voir les mises à jour ou les modifications apportées à notre politique. Social.Media n'est pas affilié à Kickstarter ou à toute autre plateforme de financement participatif.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi Team,

Hope you're well

We have a deep appreciation for unique and intriguing projects, which is why we've carefully evaluated your project and decided that we'd love to include it in our newsletter. Our team of highly skilled copywriters will create content that is specifically tailored to generate maximum conversions, frequently resulting in returns of 3-10x.

The cost is either: $399 / $599 /$899 (Promise ROAS> 2)The Newsletter ROAS is 3-10x if you have a good conversion rate.

We can assure you that our promotion can achieve a 3x ROAS. If we fail to reach the promised 3x ROAS, we will provide a second promotion for your project free of charge. If the second promotion still does not achieve the promised 3x ROAS, we guarantee a refund within 7 business days.

Please let me know if you have any questions? Email me which plan you'd like.

Kindest,

Backersea Team

www.backersea.com
E-mail: hello@backersea.com",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
 can I get your attention please? 

I can see that you’re urge to raise $35,100. For your project.
Though it’s not easy to attract backers, as I’ve once been in related situation before when I launched my campaign 
I couldn’t get backers and it was unsuccessful due to lack of attraction.
But I was Fortunate to meet an influencer who shared me some amazing insight and helped me meet up my goal.

I’ll like to recommend the amazing influencer to you, if you don’t mind.

Can I share you his contact",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Varvara,

I am Riccardo Vescovo, from Italy.

First of all big good lucks for your project! 

I would like to give my contribution. I see you are still working on finding the music, so I would love to offer composition of original music. 

I am a fresh graduate with a master in music composition for film, therefore I am a starter (even though I am adult, in fact this is a career twist, I finally decided to go after my dreams). For this reason I need to build a portfolio. So it's not a problem for me to offer my work for free.

But you don't know me yet, so you cant pick a decision right now. Well my idea is that I could work on a music demo based o the script and on the information that you would provide to me. After that you will decide if you want to move on with me or not. No string attached. I think it's a fair approach... Worse case scenario, I will have exercised and made a music piece for my own portfolio!

Would you like to think this through with me? 

Thank you for reading, I'll be looking forward for hearing from you!
Riccardo Vescovo",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Why is shipping restricted to just the US and Canada?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, I noticed your project needs more support. I'm here to help. Let's chat about strategies to boost your Kickstarter project's backing.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hello Steve,how are you doing?? I discovered you haven't gotten more backers to your project, kindly inbox me to talk more about it",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Araon
You really have an amazing project. I came across your project and I noticed that you haven't yet reached your target which I know how hard it is to get backers cus I've been in a similar situation Before i had a successful campaign I was introduced to a pro that helped me out with some tips which was really helpful and I was able to achieved my goal in 15 days. if it's okay with you, I can recommend him
thanks",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"hello 👋

ho dear can we have a detailed conversation about your campaign progress so far?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello
Would you be open to discussing for maximizing donations to your campaign?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi ,

I hope you're well. I came across your Kickstarter campaign, and I'm impressed by your creative work and I must say, it's truly exceptional! Your creative vision shines through, and I believe it has the potential to make a significant impact. I noticed your campaign could use a little boost, and I'd love to help.

I have experience in crowdfunding and some ideas to enhance your campaign's reach. Can we schedule a brief WhatsApp call to discuss strategies? I believe we can increase your chances of reaching your funding goal.

Let me know if you're interested, and we can set up a time that works for you.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,

I've noticed your Kickstarter initiatives, and despite a recent period of inactivity, I perceive significant untapped potential. Would you be interested in exploring the idea of collaborating to craft compelling narratives that can reignite interest and re-engage your backers?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, 

quick questions before buying:
1. Is shipping (to the EU) included?
2. Are costs for VAT (Germany) and customs included in your pricing?

Best regards
Max",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi there,
No, this is not just another message! Why? Because we take our work seriously, and besides, our company is the only one that offers REAL EVIDENCE of advertising by providing you with reports directly from Facebook, Twitter, and Instagram, along with the Press Release distribution report.

Our plans offer TARGETED ADS Social Media Advertising (COST INCLUDED):
Mainly consisting of promoting your project to millions of targeted users within your niche on the top social media platforms such as Facebook, Instagram, and Twitter. We accomplish this through paid advertisements by creating targeted ad campaigns, which are managed by our Social Media specialists. Although we will set up the target audience to achieve the best performance, after ordering our services, you will have the option to customize your target audience if you prefer.

Press Release article and Distribution:
Two out of three of our packages offer Press Release services that consist of attracting media exposure and generating traffic. Our experienced press release writers will craft a professional and SEO-friendly (keyword-optimized) article, which can include up to five links. Upon your approval, the article will be syndicated to 300+ media sites and outlets. Full reports with live links will be provided upon completion for your reference.

Your own dashboard:
To track the performance of your promotion, you will be given access to the order's Dashboard, where you can track views, clicks, see reports, and much more.

Marketing Directory:
By ordering any of our plans (We do not charge for using this tool), you will also have access to our All-In-One Marketing Directory, which is a DIY tool to help you find Marketing Influencers, Journalists, Bloggers, Backers/Top Backers, Top YouTubers, and Social Communities for your project.

To choose the most convenient package for you and to find additional information about our services and fees, please visit our website:

https://t2m.io/BWn9DSHf

Kind regards",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, I have gone through your campaign and it looks Great 👍

I am here to suggest an excellent fundraising consultant who can assist you in attracting more backers. While I'm eager to contribute to your campaign, unforeseen circumstances have arisen, and I'll have to postpone my donation for now.

Are you interested?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,
I have come across your campaign and i see that you have not achieve your campaign goals. I have a develop customized marketing plan that could help you reach your campaign targets. Would you be open to discussing this further?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello dear, How are you doing? I came across your campaign and I see you are working on a great project and I will like to help you with my skill by marketing your campaign to targeted backers that have back 3 to 5 project like yours for you to achieve success on your campaign.

Kindly message me now to discuss better for the success of your campaign.

Have a great day.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Hi 👋,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello.
 Hope you are doing great.
 I came across your kickstarter project and I see that it's still lacking backers and I will love to work with you in order to reach your project to success. 
Message me now to discuss better on how your project will reach more backers that will be interested in pledging to your project.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Seth, 

I just made a pledge of $100 to your project now, Did you have an online store? I wanted to make an order, 

Can you share with me your store or website?",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi!

Wondering if any status email regarding delivery address has been sent as I have not received any email as yet?

Please advise :)

Thanks!
G Y
Backer No 1,673",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day there

Your campaign idea got my daughter interest which make me to proceed in making decisions seeing your campaign reach success.

Anything to make my princess happy 😊.
I am looking at which way and how I could help in getting your campaign reach it goal.

But you have one cancelled before,

What could be the barriers?


Can I still make a pledge?

How much pledge can I make.

Can I trust your campaign worth me and my daughter Investment and interested?

Let me know please.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi. Any update on when delivery is likely to get started? Last update was nearly 2 months ago, saying shipping have started, but your Kickstarter status is 'Delayed'. Another detailed update would be really welcome.",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Good day,

I see in the survey that my flashlight has been shipped, but the tracking info is saying that only a label was created, nothing else. Is there a chance to get it delivered eventually?

Thanks,
Alexander",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello Jessica Jones, I specialize in helping people like you reach their crowdfunding goals through a converting idea that will help you grow more audience and make your campaign. Let me know if you are interested in knowing the idea. Thanks",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,
Checking in about refund to my paypal: dcepedajunk@gmail.com

Original backer email was dcepeda@gmail.com

Thank you for your time and really empathetic that the game didn't come to fruition to meet your dreams.

Best regards,
Darin",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Greetings! Your project is extraordinary. I’m confident about it, and am very certain I can help you on it and make sure you achieve your goal. Ready to get started now?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi
I received my copy of Trick r Treat omnibus, and it’s loaded with mistakes. Pages 61-68 are duplicated; then it jumps to page 85, so it’s missing pages 69-84. Pages 85-92 are duplicated. So most of chapter three and the majority of 4 isn’t in the book. I am beyond disappointed in this book. I’m happy to provide photos, but I would like this issue resolved. Is this a larger issue impacting others, or just me? I want a complete book. Please let me know how you would like to proceed. Grady",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Very impressive!

I see greater potential in your project Campaign.

I have insightful strategies and tactics to help you achieve your campaign goals by getting real donors and backer list of influencers.

If you don't mind can we discuss the utmost strategies better?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello,

I've reviewed your kickstarter campaign and recognize the significance of securing engaged donors for its success. I can assist in securing more donations and committed support. Are you interested in discussing this further?

Contact me for more details https://www.fiverr.com/inbox/muhak_expert

Best Regards.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hello, need to update shipping address. How do I go about it. Thank you",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
Is this legal in California? Looks good,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"I am a Kickstarter agent very good and dilligent at my job, I will promote your project campaign to a keen level of success to outstretch your fundraising goal.
I look forward to working with you.",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, how do I pay for shipping please

Backer number
1,665",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Was checking through my uncle's campaign when coming across your campaign. I am a comic lover and that's what prompt me to check through your campaign. 

If you wouldn't mind can I ask you some few questions base on your campaign?",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
what's your music style?,0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"Hi, where can I find a commercial license? Regards Wojciech",0,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
"\\\\ 24H KickBooster Free Trial ////

Hello, We just saw your project on Kickstarter, and it seems interesting. 

We would like to offer you a free trial of our service for 24h, We will bring you as many bakers as possible using our email list of bakers. You'll notice a big difference in daily income and funding rate.

Then, if you liked our service, you can get bakers every day for 8% of the revenue we generate. 

To start the free trial, please send your project link to email below and we will immediately start and results should be seen in a few hours.
to track our traffic you can create kickstarter referral links from promotion tab.

send your project link to this email:

kickstarterbooster@gmail.com

Regards",1,hf_thankrandomness/spam-detection-sample,2026-03-26T15:24:36.906265+00:00
