text,label,source,collected_at,predicted_label,confidence,needs_review,final_label,corrected_label
"the best thing about the movie is its personable , amusing cast .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9924,False,positive,
"even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there's something vital about the movie .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9021,False,positive,
"in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9969,False,negative,
"co-writer/director jonathan parker's attempts to fashion a brazil-like , hyper-real satire fall dreadfully short .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9936,False,negative,
a minor picture with a major identity crisis -- it's sort of true and it's sort of bogus and it's ho-hum all the way through .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9054,False,negative,
"abandon spends 90 minutes trying figure out whether or not some cocky pseudo-intellectual kid has intentionally left college or was killed . the only problem is that , by the end , no one in the audience or the film seems to really care .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9841,False,negative,
"[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9388,False,positive,
. . . the last time i saw a theater full of people constantly checking their watches was during my sats .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9223,False,negative,
been there done that .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9907,False,negative,
"skins has a right to yawp , and we have a right to our grains of salt .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8307,False,negative,
"stephen earnhart's documentary is a decomposition of healthy eccentric inspiration and ambition  wearing a cloak of unsentimental , straightforward text  when it's really an exercise in gross romanticization of the delusional personality type .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8426,False,negative,
knows how to make our imagination wonder .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8967,False,positive,
"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7019,False,positive,
"tadpole is emblematic of the witless ageism afflicting films : young is cool , and too young is too cool .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9656,False,negative,
"it may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie's various victimized audience members after a while , but it also happens to be the movie's most admirable quality",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8944,False,positive,
"it is a testament of quiet endurance , of common concern , of reconciled survival .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9966,False,positive,
"el título no engaña : la película narra una historia donde una mujer enfrentará cierta realidad , y donde el sexo es . . .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9922,False,negative,
"in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.935,False,positive,
"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9423,False,positive,
"for the future , one hopes mr . plympton will find room for one more member of his little band , a professional screenwriter .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9345,False,positive,
"a solid cast , assured direction and complete lack of modern day irony .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9949,False,positive,
[a] crushing disappointment .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9984,False,negative,
it's hard to imagine another director ever making his wife look so bad in a major movie .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9955,False,negative,
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9945,False,positive,
"i didn't find much fascination in the swinging . what they're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge . but that they are doing it is thought-provoking .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8579,False,negative,
"[cho's face is] an amazing slapstick instrument , creating a scrapbook of living mug shots .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8838,False,negative,
[it's] a clever thriller with enough unexpected twists to keep our interest .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9965,False,positive,
"a thoroughly engaging , surprisingly touching british comedy .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9968,False,positive,
dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9241,False,positive,
"not the best herzog perhaps , but unmistakably herzog .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8929,False,negative,
a tour de force drama about the astonishingly pivotal role of imagination in the soulful development of two rowdy teenagers .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9669,False,positive,
"watching it is rather like an overlong visit from a large group of your relatives . as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9376,False,negative,
"technically , the film is about as interesting as an insurance commercial .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9627,False,negative,
"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7727,False,positive,
"the mood , look and tone of the film fit the incredible storyline to a t .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9851,False,positive,
fred schepisi's tale of four englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8679,False,positive,
"if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8625,False,positive,
a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9317,False,positive,
"like life on the island , the movie grows boring despite the scenery .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.973,False,negative,
"though harris is affecting at times , he cannot overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9634,False,negative,
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8307,False,negative,
"coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9922,False,positive,
"droll caper-comedy remake of "" big deal on madonna street "" that's a sly , amusing , laugh-filled little gem in which the ultimate "" bellini "" begins to look like a "" real kaputschnik . """,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9756,False,positive,
"best of all is garcia , who perfectly portrays the desperation of a very insecure man .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7913,False,positive,
"i've seen some bad singer-turned actors , but lil bow wow takes the cake .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9822,False,negative,
they takes a long time to get to its gasp-inducing ending .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9554,False,negative,
"there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7803,False,positive,
"star trek : nemesis meekly goes where nearly every star trek movie has gone before . wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9805,False,negative,
"seems content to dog-paddle in the mediocre end of the pool , and it's a sad , sick sight .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.997,False,negative,
tian emphasizes the isolation of these characters by confining color to liyan's backyard .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8324,False,negative,
. . . liotta is put in an impossible spot because his character's deceptions ultimately undo him and the believability of the entire scenario . too bad .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9951,False,negative,
"( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9589,False,negative,
"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9949,False,positive,
i found myself more appreciative of what the director was trying to do than of what he had actually done .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9279,False,positive,
"i was trying to decide what annoyed me most about god is great . . . i'm not , and then i realized that i just didn't care .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7829,False,negative,
"the film's real appeal won't be to clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8417,False,positive,
i love the opening scenes of a wintry new york city in 1899 . cinematic poetry showcases the city's old-world charm before machines change nearly everything .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9786,False,positive,
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9967,False,positive,
"in spite of featuring a script credited to no fewer than five writers , apparently nobody here bothered to check it twice .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.934,False,negative,
"a truly moving experience , and a perfect example of how art -- when done right -- can help heal , clarify , and comfort .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9932,False,positive,
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8076,False,positive,
"más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8155,False,positive,
"one of the most haunting , viciously honest coming-of-age films in recent memory .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8146,False,negative,
"a crisp psychological drama [and] a fascinating little thriller that would have been perfect for an old "" twilight zone "" episode .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9744,False,positive,
the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9848,False,negative,
"according to the script , grant and bullock's characters are made for each other . but you'd never guess that from the performances .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9273,False,positive,
"aside from the fact that the film idiotically uses the website feardotcom . com or the improperly hammy performance from poor stephen rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9929,False,negative,
"'it's better to go in knowing full well what's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8934,False,positive,
the story . . . is moldy and obvious .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9959,False,negative,
a lame comedy .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9439,False,negative,
"a perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8685,False,positive,
roman polanski's autobiographical gesture at redemption is better than 'shindler's list' - it is more than merely a holocaust movie .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9942,False,positive,
"while the film misfires at every level , the biggest downside is the paucity of laughter in what's supposed to be a comedy .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9955,False,negative,
"a fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9201,False,negative,
hollywood has taken quite a nosedive from alfred hitchcock's imaginative flight to shyamalan's self-important summer fluff .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9894,False,negative,
"everything about girls can't swim , even its passages of sensitive observation , feels secondhand , familiar -- and not in a good way .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9976,False,negative,
"while it regards 1967 as the key turning point of the 20th century , and returns again and again to images of dissidents in the streets , it's alarmingly current .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8579,False,negative,
an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9943,False,negative,
at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9758,False,positive,
"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9661,False,negative,
"nohe's documentary about the event is sympathetic without being gullible : he isn't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9534,False,positive,
girls gone wild and gone civil again,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9868,False,positive,
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9546,False,negative,
writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9878,False,positive,
"mr . clooney , mr . kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9581,False,positive,
demands too much of most viewers .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9861,False,negative,
"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9945,False,positive,
an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9783,False,positive,
a heartening tale of small victories and enduring hope .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9987,False,positive,
one of the most highly-praised disappointments i've had the misfortune to watch in quite some time .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9961,False,negative,
an awful snooze .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9962,False,negative,
"300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7656,False,positive,
"as green-guts monster movies go , it's a beaut .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9322,False,positive,
a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9907,False,negative,
"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9957,False,positive,
"nasty , ugly , pointless and depressing , even if you hate clowns .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9986,False,negative,
"places a slightly believable love triangle in a difficult-to-swallow setting , and then disappointingly moves the story into the realm of an improbable thriller .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.983,False,negative,
"ultimately , in the history of the academy , people may be wondering what all that jazz was about "" chicago "" in 2002 . zellweger's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8826,False,negative,
"had the film boasted a clearer , more memorable , the creepiness would have gotten under the skin .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9839,False,negative,
"meandering and glacially paced , and often just plain dull .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9938,False,negative,
"it's getting harder and harder to ignore the fact that hollywood isn't laughing with us , folks . it's laughing at us .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9834,False,negative,
alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8885,False,negative,
". . . while each moment of this broken character study is rich in emotional texture , the journey doesn't really go anywhere .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9159,False,negative,
"instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.823,False,positive,
pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8739,False,negative,
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9576,False,positive,
"manages to be original , even though it rips off many of its ideas .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9437,False,positive,
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9413,False,positive,
jagger the actor is someone you want to see again .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9919,False,positive,
"a film of epic scale with an intimate feeling , a saga of the ups and downs of friendships .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8222,False,positive,
"no new plot conceptions or environmental changes , just different bodies for sharp objects to rip through .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9606,False,negative,
poignant and funny .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7198,False,positive,
[a] real pleasure in its laid-back way .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9964,False,positive,
". . . if you're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8834,False,positive,
"since the movie is based on a nicholas sparks best seller , you know death is lurking around the corner , just waiting to spoil things .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9761,False,negative,
"afraid to pitch into farce , yet only half-hearted in its spy mechanics , all the queen's men is finally just one long drag .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9401,False,negative,
it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7679,False,negative,
there's no way to sort out the mess in our heads and deconstruct where it all went wrong . this is an hour and a half of daydreaming .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9766,False,negative,
the sort of movie that gives tastelessness a bad rap .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9952,False,negative,
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9955,False,negative,
"what "" empire "" lacks in depth it makes up for with its heart .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8973,False,positive,
"there isn't nearly enough fun here , despite the presence of some appealing ingredients .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9777,False,negative,
"her film is like a beautiful food entrée that isn't heated properly , so that it ends up a bit cold and relatively flavorless .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9573,False,negative,
"the most amazing super-sized dosage of goofball stunts any "" jackass "" fan could want .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7021,False,positive,
"worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9971,False,negative,
eric schweig and graham greene both exude an air of dignity that's perfect for the proud warrior that still lingers in the souls of these characters .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9879,False,positive,
"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9058,False,positive,
"although it doesn't always hang together -- violence and whimsy don't combine easily -- "" cherish "" certainly isn't dull .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7301,False,positive,
"a movie that's held captive by mediocrity . not bad , but not all that good . bacon keeps things interesting , but don't go out of your way to pay full price .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9477,False,negative,
even die-hard fans of japanese animation . . . will find this one a challenge .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8788,False,negative,
"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9697,False,positive,
"tries too hard to be funny in a way that's too loud , too goofy and too short of an attention span .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.989,False,negative,
an undistinguished attempt to make a classic theater piece cinematic .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9879,False,negative,
what should have been a cutting hollywood satire is instead about as fresh as last week's issue of variety .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9768,False,negative,
"movie fans , get ready to take off . . . the other direction .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.746,False,negative,
"what makes the movie work  to an admittedly limited extent  is the commitment of two genuinely engaging performers . weaver and lapaglia are both excellent , in the kind of low-key way that allows us to forget that they are actually movie folk .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9864,False,positive,
an ugly-duckling tale so hideously and clumsily told it feels accidental .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9908,False,negative,
"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7813,False,negative,
"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of "" his girl friday , "" maintaining a light touch while tackling serious themes .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7301,False,positive,
"at a time when half the so-called real movies are little more than live-action cartoons , it's refreshing to see a cartoon that knows what it is , and knows the form's history .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9929,False,positive,
"sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9675,False,positive,
"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9898,False,positive,
"this is a fragmented film , once a good idea that was followed by the bad idea to turn it into a movie .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9759,False,negative,
"swinging , the film makes it seem , is not a hobby that attracts the young and fit . or intelligent .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9768,False,negative,
one of those strained caper movies that's hardly any fun to watch and begins to vaporize from your memory minutes after it ends .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9897,False,negative,
a beautifully made piece of unwatchable drivel .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9952,False,negative,
"while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9862,False,positive,
"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9919,False,negative,
"it's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8478,False,negative,
a relative letdown .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9962,False,negative,
a frustrating combination of strained humor and heavy-handed sentimentality .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9824,False,negative,
"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.8075,False,negative,
"as a kind of colorful , dramatized pbs program , frida gets the job done . but , for that , why not watch a documentary ?",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8711,False,positive,
"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.7535,False,positive,
